"source","count"
"[Kanuni Sultan Suleyman Training and Research Hospital]","143"
"[AUM Cardiovascular, Inc.]","3"
"[University of Salford]","23"
"[Turkiye Yuksek Ihtisas Education and Research Hospital]","8"
"[GeNeuro SA]","12"
"[Masimo Corporation]","76"
"[Spanish Society of Internal Medicine]","2"
"[Siemens Healthcare QT]","2"
"[Theravant Corporation]","1"
"[Hospital Madre Teresa]","1"
"[CRI Lifetree]","1"
"[Fundacio Ictus Malaltia Vascular]","2"
"[Qianfoshan Hospital]","110"
"[Japan Community Health Care Organization Sendai Hospital]","1"
"[Sleepy, Inc]","1"
"[OrthoGeorgia]","2"
"[CANDLE-KIT Trial Study Group]","1"
"[Samsung Bioepis Co., Ltd.]","23"
"[Curetis GmbH]","1"
"[Institute of Human Virology, Nigeria]","2"
"[Refocus Ocular Europe, B.V.]","1"
"[First Affiliated Hospital of Zhejiang University]","121"
"[Malaria Consortium]","9"
"[Olympic Seafood AS]","2"
"[Cuiaba University]","2"
"[Social Insurance Institution, Finland]","2"
"[Menoufia Obstetrics and Gynecology Group]","3"
"[QualiMed Innovative Medizinprodukte GmbH]","4"
"[CNGE IRMG Association]","2"
"[Ufa Eye Research Institute]","2"
"[King Edward Medical University]","40"
"[Fundación Instituto de Estudios de Ciencias de la Salud de Castilla y León]","17"
"[Allievex Corporation]","5"
"[Association des Gastroentérologues Oncologues]","3"
"[Bellaire Facial Surgery Center]","1"
"[American Thrombosis and Hemostasis Network]","7"
"[GZA Ziekenhuizen Campus Sint-Augustinus]","2"
"[Peking University Shougang Hospital]","2"
"[Institut et Haute Ecole de la Santé la Source]","3"
"[Richmond University Medical Center]","4"
"[Centro di Procreazione Assistita Demetra]","1"
"[Neuro+]","1"
"[Evergreen General Hospital, Taiwan]","8"
"[Shanghai Cingularbio Co. Ltd]","1"
"[The Skin Center Dermatology Group]","3"
"[Hospital Nacional Homeopático, Mexico]","1"
"[Ichnos Sciences SA]","5"
"[Immatics US, Inc.]","5"
"[Hubei Hospital of Traditional Chinese Medicine]","7"
"[Dermata Therapeutics]","5"
"[153rd Hospital of Chinese People's Liberation Army]","1"
"[Maternal Fetal Medicine Associates]","1"
"[Urotronic Inc.]","7"
"[First Affiliated Hospital Bengbu Medical College]","10"
"[JC Medical, Inc.]","2"
"[Noguchi Memorial Institute for Medical Research]","5"
"[North East Japan Study Group]","1"
"[Zift, LLC]","1"
"[Sciensano]","13"
"[Mundipharma Manufacturing Pte Ltd.]","2"
"[Show Chwan Memorial Hospital]","12"
"[Precera Bioscience, Inc.]","2"
"[Trinity Hypertension & Metabolic Research Institute]","4"
"[Ascendance Biomedical]","1"
"[Indústria Brasileira Equipamentos Médicos - IBRAMED]","6"
"[Doncaster And Bassetlaw Hospitals NHS Foundation Trust]","4"
"[Concentric Analgesics]","7"
"[University of Alicante]","10"
"[Editas Medicine, Inc.]","4"
"[Impact Therapeutics, Inc.]","14"
"[Probiotics International Ltd.]","1"
"[Cognito Therapeutics, Inc.]","3"
"[Voyant Diagnostics, Inc.]","1"
"[Nikkei (Canada) Marketing Limited]","1"
"[Ranvier Health Ltd]","1"
"[Freeline Therapeutics]","6"
"[Partnership to End Addiction]","1"
"[MemScreen]","1"
"[Vichy Laboratoires]","1"
"[Scigenia GmbH]","1"
"[Novosibirsk State University]","2"
"[Quanovate Tech Inc.]","2"
"[SignalChem Lifesciences Corporation]","2"
"[Istituto Stomatologico Italiano]","1"
"[DreaMed Diabetes]","2"
"[Avicena LLC]","5"
"[Ever Supreme Bio Technology Co., Ltd.]","5"
"[Victory Nutrition International, Inc.]","3"
"[IMSS Hospital General de Zona 11, Piedras Negras]","2"
"[Docbot, Inc.]","1"
"[Nijznevartovsk County Clinical Hospital]","1"
"[El Katib Hospital]","1"
"[Shenzhen Ionova Life Sciences Co., Ltd.]","1"
"[Vinh Hoan Corporation]","1"
"[Universidad Internacional de Valencia]","5"
"[General Administration of Military Health, Tunisia]","8"
"[Sam Houston State University]","3"
"[Western Washington University]","4"
"[Memorial Ataşehir Hospital]","1"
"[Codiak BioSciences]","3"
"[Assil Eye Institute]","1"
"[N.N. Priorov National Medical Research Center of Traumatology and Orthopedics]","1"
"[Hangzhou Zede Pharma-Tech Co., Ltd.]","2"
"[Warrenville Eyecare]","1"
"[Haemnet]","4"
"[Artvin Coruh University]","3"
"[Revolo Biotherapeutics]","3"
"[Mativa-Tech SA]","1"
"[Institute of Public Health, Albania]","1"
"[GynTools Ltd.]","1"
"[Gabi SmartCare]","2"
"[Aquilon Pharmaceuticals S.A.]","3"
"[Rocket Doctor Inc.]","1"
"[Bonalive Biomaterials Ltd]","1"
"[iPremom]","1"
"[Queensland Health]","1"
"[E2Bio Life Sciences, LLC]","2"
"[Bezirkskrankenhaus St. Johann in Tirol]","3"
"[Azienda Ulss 9 Scaligera]","1"
"[Roessingh Research and Development]","6"
"[Oregon Medical Research Center]","1"
"[Genomics PLC]","1"
"[Fengh Medical Co., Ltd.]","2"
"[Combined Military Hospital Abbottabad]","13"
"[Cardurion Pharmaceuticals, Inc.]","2"
"[Perception Neuroscience]","1"
"[Aqualung Therapeutics Corp.]","1"
"[MediLink Therapeutics (Suzhou) Co., Ltd.]","2"
"[Baio Enterprises]","1"
"[Health Department of the Canton of Basel-Stadt]","1"
"[Schrödinger, Inc.]","1"
"[NEC Corporation]","1"
"[Velammal Medical College Hospital and Research Institute]","1"
"[Piomic Medical]","1"
"[Carina Biotech Pty Ltd]","1"
"[Nakhia Impex LLC]","2"
"[Uzsoki Hospital]","1"
"[Claritytek, Inc.]","1"
"[Peili Vision Ltd.]","1"
"[University of California, San Francisco]","1894"
"[BioCryst Pharmaceuticals]","45"
"[R-Pharm]","62"
"[Introgen Therapeutics]","4"
"[Medstone International]","1"
"[Emergent Product Development Seattle LLC]","2"
"[Titan Pharmaceuticals]","13"
"[Neurocrine Biosciences]","64"
"[Demostudiet]","1"
"[Synta Pharmaceuticals Corp.]","23"
"[Romark Laboratories L.C.]","26"
"[Manassas Internal Medicine]","1"
"[University of Ottawa]","83"
"[University of Toledo]","41"
"[Enteron Pharmaceuticals]","1"
"[Cerus Corporation]","11"
"[LG Life Sciences]","71"
"[Istituto Clinico Humanitas]","204"
"[Kantonsspital Aarau]","35"
"[Istituto Giannina Gaslini]","19"
"[Ilypsa]","1"
"[Globus Medical Inc]","14"
"[Hong Kong Nasopharyngeal Cancer Study Group Limited]","2"
"[Centro Superior de Investigación en Salud Publica]","1"
"[Centre Hospitalier Universitaire de Besancon]","366"
"[Bangor University]","11"
"[Rudolf Foundation Clinic]","5"
"[Regionsenter for barn og unges psykiske helse]","8"
"[Ludwig Boltzmann Gesellschaft]","4"
"[University of Montana]","16"
"[Kyushu University]","11"
"[Fertility Center of Las Vegas]","9"
"[Laboratorios de Biologicos y Reactivos de México, S.A. de C.V.]","3"
"[Shanghai Mental Health Center]","172"
"[Fujita Health University]","4"
"[Lutheran University of Brazil]","1"
"[Ajinomoto USA, INC.]","1"
"[University Teaching Hospital Hall in Tirol]","2"
"[Breezy Industries Ltd.]","1"
"[University of St Andrews]","9"
"[MedDerm Associates]","2"
"[Pluristem Ltd.]","11"
"[Stockholm University]","21"
"[Spherix Incorporated]","3"
"[TetraLogic Pharmaceuticals]","9"
"[Brighton & Sussex Medical School]","3"
"[Mundipharma Korea Ltd]","16"
"[Laboratorios Sophia S.A de C.V.]","33"
"[Echosense Ltd.]","16"
"[Centro de Investigación Biomédica en Red de Salud Mental]","2"
"[Navy General Hospital, Beijing]","18"
"[Gruppo Oncologico Italia Meridionale]","1"
"[Michigan Gastroenterology Institute]","1"
"[University of Mississippi, Oxford]","13"
"[Adelholzener Alpenquellen GmbH]","1"
"[BioGeneric Pharma]","1"
"[Nanduri, Padma, M.D., FACS]","2"
"[Bio-Signal Group Corp.]","2"
"[Universitat Jaume I]","52"
"[PharmaKing]","12"
"[Prosidion Ltd.]","1"
"[BC Mental Health and Addictions Research Institute]","1"
"[Fuerza Aérea de Chile]","1"
"[CHIR-Net]","3"
"[Biomedical Enterprises Inc]","1"
"[AbGenomics B.V Taiwan Branch]","7"
"[Deka Medical, Inc.]","1"
"[Il-Yang Pharm. Co., Ltd.]","26"
"[St Joseph University, Beirut, Lebanon]","18"
"[Istituti Ospitalieri di Cremona]","7"
"[Università degli Studi di Sassari]","21"
"[KiloCoach e.U.]","1"
"[AdventHealth Translational Research Institute]","44"
"[Suzhou Landing Pharmaceuticals]","1"
"[Kyung Hee University Hospital at Gangdong]","19"
"[Azienda Ospedaliera Universitaria Senese]","13"
"[Vassar Brothers Medical Center]","1"
"[Schwartz Laser Eye Center]","1"
"[United Clinic Management GmbH]","1"
"[Arak University of Medical Sciences]","5"
"[RXi Pharmaceuticals, Corp.]","6"
"[Hahnemann University Hospital]","1"
"[Hokkaido Pancreatobiliary Endoscopic Intervention Study Group]","2"
"[Nordic Nanovector]","4"
"[Changchun Keygen Biological Products Co., Ltd.]","3"
"[Nantong University]","3"
"[Oxford Health NHS Foundation Trust]","2"
"[Biotronik Belgium NV]","1"
"[Max Planck Institute for Human Cognitive and Brain Sciences]","7"
"[Université Blaise Pascal, Clermont-Ferrand]","4"
"[Klinički Bolnički Centar Zagreb]","6"
"[Sussex Eye Hospital]","2"
"[ASIS Corporation]","4"
"[Committee of Cardio-Cerebral-Vascular Diseases of GSC]","1"
"[River Vision Development Corporation]","1"
"[Nimbus Concepts, LLC]","1"
"[San Carlo Public Hospital, Potenza, Italy]","3"
"[Diaxonhit]","3"
"[First Affiliated Hospital of Guangxi Medical University]","21"
"[GliaCure, Inc.]","2"
"[Medizinische Hochschule Brandenburg Theodor Fontane]","2"
"[Nyxoah S.A.]","6"
"[The First Affiliated Hospital of Zhengzhou University]","78"
"[Instituto Bernabeu]","14"
"[Sophiahemmet University]","5"
"[Lancaster University]","9"
"[American Academy of Ophthalmology]","1"
"[Impact Research & Development Organization]","1"
"[Neurocenter of Southern Switzerland]","5"
"[Serina Therapeutics]","1"
"[Centro de Atenção ao Assoalho Pélvico]","13"
"[Kerckhoff Klinik]","5"
"[Omada Health, Inc.]","4"
"[Indiana Institute for Medical Research]","2"
"[Follicum AB]","3"
"[Spatz FGIA, Inc]","4"
"[Digisight Technologies, Inc.]","1"
"[Beijing Konruns Pharmaceutical Co., Ltd.]","8"
"[University of Targu Mures, Romania]","1"
"[DiaSorin Inc.]","5"
"[Tear Film Innovations, Inc.]","3"
"[Omeicos Therapeutics GmbH]","2"
"[Yassin Abdelghaffar Charity Center for Liver Disease and Research]","3"
"[Vinmec Research Institute of Stem Cell and Gene Technology]","21"
"[University of Agder]","7"
"[Amphivena Therapeutics, Inc.]","3"
"[Zhuhai Tonbridge Medical Tech. Co., Ltd.]","9"
"[Bács-Kiskun County Teaching Hospital]","2"
"[MiracleFeet]","1"
"[Microdermics Inc.]","1"
"[Shaperon]","5"
"[Que Oncology]","2"
"[KA Imaging Inc.]","1"
"[Eye Pharma]","1"
"[Tarumanagara University]","7"
"[Shijiazhuang Yiling Pharmaceutical Co. Ltd]","7"
"[Attenua, Inc.]","1"
"[Addpharma Inc.]","23"
"[The Pregene (ShenZhen) Biotechnology Company, Ltd.]","1"
"[Tego Science, Inc.]","2"
"[Research Institute of Influenza, Russia]","2"
"[North Carolina Agriculture & Technical State University]","5"
"[Hellenic GenitoUrinary Cancer Group]","2"
"[Fu Jen Catholic University]","17"
"[Hospital Municipal Miguel Couto]","2"
"[College of St. Scholastica, Inc.]","2"
"[Consorci Sanitari del Garraf]","1"
"[Hamid Al-Essa Organ Transplant Center]","4"
"[MejoraVisionMD]","1"
"[Tosk, Inc.]","3"
"[Sleep Systems]","1"
"[Turkish League Against Rheumatism]","5"
"[Arcellx, Inc.]","3"
"[Bekasi City Public Hospital]","2"
"[Aksaray University]","10"
"[Al-Rasheed University College]","4"
"[Institute of Biotechnology, Academy of Military Medical Sciences, PLA of China]","2"
"[Ministry of Health and Sports, Myanmar]","1"
"[Camstent Ltd.]","4"
"[Koronis Biomedical Technologies]","2"
"[Escient Pharmaceuticals, Inc]","2"
"[VitalConnect Inc.]","1"
"[Jaber Al Ahmad Al Sabah Hospital]","1"
"[Medcura Inc.]","1"
"[Doccla UK]","1"
"[BlackSwan Vascular, Inc.]","1"
"[Association pour la Recherche en Aanesthésie Réanimation Digestive]","1"
"[Leberstiftungs-GmbH Deutschland]","1"
"[Catholic Relief Services]","2"
"[HOSPITAL BRITANICO DE BUENOS AIRES]","1"
"[Perflow Medical]","1"
"[Clínica del country]","1"
"[Heart Test Laboratories, Inc.]","2"
"[Invivyd, Inc.]","3"
"[GrayMatters Health Ltd.]","1"
"[Fundación Canaria de Investigación Sanitaria]","1"
"[Hospital General de Chihuahua - Dr. Salvador Zubirán Anchondo]","2"
"[Austin Neuromuscular Center]","1"
"[Median Technologies]","1"
"[Astel Medica]","1"
"[Neurona Therapeutics]","1"
"[Ilasis Laser]","1"
"[Centre of Evidence of the French Society of Dermatology]","1"
"[Elpiscience (Suzhou) Biopharma, Ltd.]","2"
"[PRM Pharma, LLC]","1"
"[Orthofix s.r.l.]","4"
"[Eitan Medical]","1"
"[Hangzhou Tangji Medical Technology Co., Ltd.]","2"
"[Aulos Bioscience, Inc.]","1"
"[P & B Group]","2"
"[Biozeus Biopharmaceutical S.A.]","3"
"[Suzhou Alphamab Co., Ltd.]","2"
"[Aquyre Bioscience, Inc]","1"
"[Medesis Pharma SA]","2"
"[SEID S.A.]","1"
"[Alcediag]","1"
"[Stella Pharma Corporation]","1"
"[Shenzhen Pregene Biopharma Co., Ltd.]","1"
"[Oligomerix, Inc]","1"
"[Hung Vuong Hospital]","1"
"[1st SurgiConcept]","1"
"[Lyx Institute]","1"
"[GlobeImmune]","4"
"[Centocor Ortho Biotech Services, L.L.C.]","9"
"[Derm Research @ 888 Inc.]","2"
"[Asan Medical Center]","586"
"[University of Hawaii]","74"
"[Nantes University Hospital]","632"
"[European Mantle Cell Lymphoma Network]","4"
"[Kastle Therapeutics, LLC]","18"
"[Canadian Urology Research Consortium]","7"
"[Sun Farm Corporation]","1"
"[Cardiovascular Clinical Studies]","2"
"[Wicab]","6"
"[Purdue Pharma LP]","53"
"[Fernandes Tavora Hospital]","2"
"[Alimera Sciences]","10"
"[Tallikut Pharmaceuticals, Inc.]","3"
"[Dynavax Technologies Corporation]","23"
"[Williams LifeSkills]","2"
"[Bethesda General Hospital, Hoogeveen]","1"
"[Aravind Medical Research Foundation]","1"
"[DNP Canada]","1"
"[Bronx Psychiatric Center]","2"
"[Meditrina Pharmaceuticals]","1"
"[Sociedade Galega de Reumatoloxía]","1"
"[Combined Military Hospital, Pakistan]","11"
"[Valdosta State University]","1"
"[Altea Therapeutics]","1"
"[Centro de Investigaciones Bioclínicas de la Fundación Fader]","1"
"[Chrysantis, Inc.]","1"
"[Kansas City Veteran Affairs Medical Center]","7"
"[Örebro County Council]","22"
"[Endocrine Research Society]","11"
"[Protez Pharmaceuticals, Inc.]","1"
"[Paracelsus Medical University]","30"
"[Phytotox SA]","1"
"[Datascope Patient Monitoring]","1"
"[IlluminOss Medical, Inc.]","4"
"[The First Affiliated Hospital of Guangzhou Medical University]","94"
"[Sciotec Diagnostic Technologies GmbH]","2"
"[Texas Christian University]","22"
"[Poole Hospital NHS Foundation Trust]","4"
"[Metzger, Charles, M.D.]","1"
"[National Center for AIDS/STD Control and Prevention, China CDC]","10"
"[Club d'Anesthésie-Réanimation Pédiatrique Armand Trousseau]","2"
"[Borstkanker Onderzoek Groep]","7"
"[Good Samaritan Regional Medical Center, Oregon]","3"
"[Gelre Hospitals]","3"
"[Tandem Diabetes Care, Inc.]","11"
"[Southern Europe New Drug Organization]","8"
"[NsGene A/S]","1"
"[5 Santé]","12"
"[Arthrex, Inc.]","15"
"[Health Innovations, Frontier Research Institute]","1"
"[East West Neo Medical Center]","1"
"[EBR Systems, Inc.]","4"
"[Concert Pharmaceuticals]","35"
"[Shanghai Ninth People's Hospital Affiliated to Shanghai Jiao Tong University]","102"
"[Prodimed S.A.]","1"
"[Cure CMD]","4"
"[Wyss Institute at Harvard University]","5"
"[ReCor Medical, Inc.]","6"
"[Listen Trial Group]","1"
"[Institut Sainte Catherine]","3"
"[Rockford Gastroenterology Associates]","1"
"[Casa de Saúde São José]","1"
"[Agren, Per-Henrik, M.D.]","1"
"[Malaria Consortium, UK]","1"
"[Institute of Vision, Brasil]","1"
"[Mexis George]","2"
"[Agence Régionale de la Santé - Midi Pyrénées]","1"
"[Research Clinical Centre of the Russian Railways, JSC]","2"
"[Bergen Orthopedic Study Group]","1"
"[Region Syddanmark]","5"
"[National Resource Center for Rehabilitation in Rheumatology]","5"
"[Hospital San Jose Tec de Monterrey]","3"
"[Mother's Choice Ltd]","2"
"[La-ser Europe Limited]","2"
"[Ameritek USA]","1"
"[Biotronik Hungária Kft.]","1"
"[Divers Alert Network]","1"
"[S. Giacomo Hospital]","1"
"[Bursa Yüksek İhtisas Education and Research Hospital]","56"
"[Aevi Genomic Medicine, LLC, a Cerecor company]","3"
"[Pfenex, Inc]","5"
"[Shanghai Municipal Center for Disease Control and Prevention]","1"
"[Sihanouk Hospital Center of HOPE]","1"
"[Gauda, Estelle B., M.D.]","1"
"[Los Angeles LGBT Center]","1"
"[Qualitouch-HC Foundation]","1"
"[Global Isotopes, LLC d/b/a Zevacor Molecular]","1"
"[The First People's Hospital of Yuhang District]","1"
"[St James Connolly Memorial Hospital]","1"
"[Revive Therapeutics, Ltd.]","3"
"[Smith & Nephew Orthopaedics (Beijing) Limited]","2"
"[Hospital Vila Franca de Xira]","1"
"[Danish Research Centre for Magnetic Resonance]","7"
"[Broto, Javier Martín, M.D.]","2"
"[Network Emergency Care Brabant]","1"
"[Opthea Limited]","5"
"[Eximo Medical Ltd.]","1"
"[Hemay Pharmaceutical PTY. LTD.]","1"
"[Sussex Partnership NHS Foundation Trust]","3"
"[University of Talca]","7"
"[Mardil Medical]","3"
"[Oscotec Inc.]","6"
"[San Francisco State University]","3"
"[Sen-Jam Pharmaceutical]","3"
"[Institutul Regional de Gastroenterologie & Hepatologie Prof. dr. Octavian Fodor]","4"
"[Enhanced Medical]","1"
"[Rose Research Center, LLC]","9"
"[Universidad Manuela Beltrán]","1"
"[Danone Early Life Nutrition Brazil]","1"
"[Afimmune]","4"
"[ProDigest]","1"
"[I-Med-Pro GmbH]","1"
"[Li-Cor, Inc.]","2"
"[Institute for the Care of Mother and Child, Prague, Czech Republic]","5"
"[Beijing Immunochina Medical Science & Technology Co., Ltd.]","18"
"[Virility Medical Ltd.]","3"
"[Ateneo de Manila University]","2"
"[Istituti Clinici Scientifici Maugeri SpA]","68"
"[Bright Vision Hospital]","3"
"[Sociedad Española de Oncología Quirúrgica]","1"
"[Pacific Institute of Medical Sciences]","1"
"[Radiomedix, Inc.]","3"
"[IRCCS Cancer Referral Center of Basilicata]","1"
"[Western Kentucky University]","11"
"[Hospital La Fuenfría]","1"
"[All4Cure]","2"
"[MED-EL Elektromedizinische Geräte GesmbH]","19"
"[BeyondBio Inc.]","4"
"[Owlet Baby Care, Inc.]","7"
"[Hermina Heart Center Kemayoran]","2"
"[Cullinan Oncology, LLC]","4"
"[Andrology and Fertility Hospital of Hanoi]","1"
"[Réseau Sep Idf Ouest]","1"
"[Hinova Pharmaceuticals Inc.]","5"
"[FX Shoulder USA, Inc.]","1"
"[Helwan University]","17"
"[Pendulum Therapeutics]","3"
"[University Hospital Trnava]","1"
"[Intent Solutions, Inc.]","1"
"[Harbour BioMed (Guangzhou) Co. Ltd.]","14"
"[Chest Research Foundation, India]","1"
"[Tmunity Therapeutics]","3"
"[Nevsehir Haci Bektas Veli University]","5"
"[Libella Gene Therapeutics]","3"
"[Messiah College]","2"
"[Medicalps]","1"
"[Paragonix Technologies]","3"
"[Columbus Regional Health]","2"
"[Kinex Medical Company, LLC]","1"
"[EffePharm LTD]","1"
"[BioAnalytics Holdings Pty Ltd]","1"
"[Overwatch Digital Health]","1"
"[Metavention]","3"
"[Boston Sight]","4"
"[Pulsalys]","1"
"[Datum Dental LTD]","2"
"[MGC Pharmaceuticals d.o.o]","4"
"[Argo Sante]","2"
"[Bicara Therapeutics]","1"
"[Bioeq GmbH]","2"
"[Exonate Limited]","1"
"[BACKBONE]","1"
"[Federal Center of Cerebrovascular Pathology and Stroke, Russian Federation Ministry of Health]","3"
"[Center of Food and Fermentation Technologies]","3"
"[AsclepiX Therapeutics, Inc.]","2"
"[Shaheed Benazir Bhutto University Sheringal Dir Upper]","1"
"[Association de Recherche Bibliographique pour les Neurosciences]","8"
"[Associazione Italiana Pazienti Leucemia Mieloide Cronica]","1"
"[Haisco-USA Pharmaceuticals, Inc.]","4"
"[The League of Clinical Research, Russia]","2"
"[Jinnah Burn and Reconstructive Surgery Centre, Lahore]","1"
"[Caldera Medical, Inc.]","1"
"[Dynocardia, Inc]","1"
"[Winterlight Labs]","1"
"[ChairsideSplint.com]","1"
"[Sanolla]","1"
"[Catalyst OrthoScience]","1"
"[Onegevity Health]","2"
"[Scotmann Pharmaceuticals]","4"
"[Fundación Investigación E Innovación Biomédica Hospital Universitario Infanta Sofia-Henares]","2"
"[Medical Creations, Inc.]","1"
"[Programme PAC-CI, Site ANRS-MIE de Côte d'Ivoire]","1"
"[C2i Genomics]","1"
"[XRHealth USA Inc.]","1"
"[Cothera Bioscience, Inc]","1"
"[AIRx Health, Inc.]","1"
"[Radford University]","2"
"[Studie- & Opleidingscentrum Neurochirurgie Virga Jesse]","1"
"[HJ23]","2"
"[Cool Aid Community Health Centre]","1"
"[Hospital de Santo Espírito]","1"
"[Ceragem Inc.]","4"
"[Neopharm Bulgaria Ltd.]","1"
"[Novlead Inc.]","1"
"[Perfuze]","1"
"[Institute of Biomedical Chemistry, Russia]","1"
"[Corteria Pharmaceuticals]","1"
"[Wolfe Eye Clinic]","1"
"[Hanhui Pharmaceutical Co., Ltd]","1"
"[AVVA Pharmaceuticals Ltd.]","1"
"[Inova Medical]","1"
"[University of Rochester]","644"
"[Gilead Sciences]","590"
"[Proneuron Biotechnologies]","1"
"[Bandim Health Project]","57"
"[Prothya Biosolutions]","15"
"[Nagoya University]","19"
"[Swiss Pediatric Oncology Group]","4"
"[CSL Behring]","120"
"[Samuel Lunenfeld Research Institute, Mount Sinai Hospital]","110"
"[University Hospital, Antwerp]","178"
"[Ospedale Regionale Bellinzona e Valli]","4"
"[Janssen Cilag Pharmaceutica S.A.C.I., Greece]","6"
"[King's College London]","358"
"[National Institute of Neurology and Neurosurgery, Mexico]","4"
"[Cancer Research UK]","41"
"[Terumo BCTbio]","8"
"[MediQuest Therapeutics]","11"
"[Barnes Retina Institute]","10"
"[STEBA France]","5"
"[VA Puget Sound Health Care System]","20"
"[Aurolab]","14"
"[Exactech]","16"
"[Central South University]","111"
"[Medical University of Lodz]","85"
"[International Hyperbarics Association]","2"
"[Centro per le Malattie Tropicali]","2"
"[Capital Vision Research Trust]","1"
"[Towson University]","7"
"[Meridian Bioscience, Inc.]","25"
"[Northern Italy Leukemia Group]","7"
"[Tuberculosis Research Centre, India]","14"
"[Avidia]","1"
"[BioTex, Inc.]","5"
"[Terry Fox Foundation]","1"
"[OBEcure Ltd.]","6"
"[HealthEast Care System]","5"
"[Hunter Holmes Mcguire Veteran Affairs Medical Center]","27"
"[Kissei Pharmaceutical Co., Ltd.]","54"
"[Matino, James, M.D.]","1"
"[Korea University]","53"
"[Scienze Neurologiche Ospedaliere]","1"
"[APOGEPHA Arzneimittel GmbH]","3"
"[Nanfang Hospital of Southern Medical University]","295"
"[Central Finland Hospital District]","16"
"[Organ Transplant Institute, China]","2"
"[Hunter Colorectal Research]","1"
"[Sanford Research]","2"
"[University College Hospital Galway]","26"
"[Christine M. Kleinert Institute for Hand and Microsurgery]","10"
"[Clinical Study Centers, LLC]","1"
"[UNEEG Medical A/S]","9"
"[Brasilia Heart Study Group]","4"
"[Dharma Therapeutics Inc.]","1"
"[Singhealth Foundation]","1"
"[International Urogynecological Society]","1"
"[Investigaciones Médicas Montejo S.L.]","1"
"[Tissue Regenix Ltd]","5"
"[Aspire Foundation]","5"
"[Anterogen Co., Ltd.]","28"
"[SBI Biotech Co., Ltd.]","1"
"[AiCuris Anti-infective Cures AG]","8"
"[Knight Therapeutics (USA) Inc]","5"
"[Technische Universitaet Braunschweig]","2"
"[University Hospital Hradec Kralove]","37"
"[China Cardiometabolic Registries]","5"
"[American Board of Internal Medicine]","1"
"[University of Cagliari]","56"
"[Akdeniz University]","152"
"[Fry Eye Associates and Fry Eye Surgery Center]","1"
"[Yaounde Central Hospital]","24"
"[RZN Nutraceuticals, Inc.]","1"
"[Food and Drug Administration (FDA)]","25"
"[Gamida Cell ltd]","8"
"[MDCPharma Produtos Farmaceuticos LTDA]","1"
"[Theagenio Cancer Hospital]","3"
"[Johnson & Johnson GmbH]","1"
"[Wyckoff Heights Medical Center]","1"
"[Societatea Romana de Ultrasonografie in Medicina si Biologie]","1"
"[St. Louis Children's Hospital]","3"
"[Guangzhou Institute of Respiratory Disease]","86"
"[Dr. F. Köhler Chemie GmbH]","4"
"[Long Island University]","6"
"[Children's Center for Digestive Health Care]","1"
"[Ipe, LLC]","2"
"[Portuguese Society of Cardiology]","4"
"[Fondazione Onlus Camillo De Lellis]","1"
"[TopMD Skin Care, Inc.]","3"
"[Sino Medical Sciences Technology Inc.]","10"
"[Grupo de Investigação: Cirurgia Oral, Peridontologia, Implantologia]","1"
"[Zentrum fuer Zahn-, Mund- und Kieferheilkunde]","1"
"[C17 Council]","1"
"[Seldar Pharma, Inc.]","1"
"[Brandeis University]","11"
"[Shape Medical Systems, Inc.]","1"
"[Biofrontera Bioscience GmbH]","10"
"[Institut de Recherche en Sciences de la Sante, Burkina Faso]","9"
"[Keele University]","11"
"[Immune Design]","6"
"[Xenikos]","3"
"[Leatherhead Food Research]","1"
"[Analogic Corporation]","1"
"[Fundación Investigación Sanitaria en León]","4"
"[aTyr Pharma, Inc.]","7"
"[Ethicare GmbH]","4"
"[Linde AG]","1"
"[Na Homolce Hospital]","4"
"[Palisade Bio]","4"
"[Philadelphia Fight]","2"
"[Miromatrix Medical Inc.]","5"
"[Universidad de Cuenca]","1"
"[Greenstar Social Maketing]","1"
"[De Soysa Hospital for Women]","1"
"[Bogomolets National Medical University]","33"
"[Andes Biotechnologies]","2"
"[Nutrinia]","1"
"[Zhejiang Provincial People's Hospital]","22"
"[Centro de Estudio de Estado y Sociedad]","2"
"[Micelle BioPharma Inc]","2"
"[Guangzhou Double Bioproducts Co., Ltd]","1"
"[Beijing Institute of Pharmacology and Toxicology]","1"
"[Sequential Medicine Ltd]","4"
"[World Federation of Hemophilia]","3"
"[Federal State Budgetary Scientific Institution, Research Institute of Cardiology]","1"
"[Guangzhou Recomgen Biotech Co., Ltd.]","1"
"[Medicenna Therapeutics, Inc.]","2"
"[Chaohu Hospital of Anhui Medical University]","1"
"[Advance Biofactures Corporation]","1"
"[Iluminage Ltd.]","2"
"[International Peace Maternity and Child Health Hospital]","3"
"[Institute of Mental Health, Singapore]","9"
"[ALX Oncology Inc.]","7"
"[AlgoMedica, Inc.]","1"
"[Evangel VVF Centre]","1"
"[Linguaflex, Inc.]","2"
"[Axim Biotechnologies]","1"
"[Dosentrx Ltd.]","4"
"[Amiri Hospital]","1"
"[Laurent Pharmaceuticals Inc.]","2"
"[ImmunoMet Therapeutics, Inc.]","1"
"[Building Block Nutritionals, LLC]","2"
"[Kosin University]","1"
"[AlkaliDx, Inc.]","1"
"[Meddoc]","11"
"[Tirol Kiniken GmbH]","1"
"[Laser Spine Institute]","1"
"[Lexeo Therapeutics]","3"
"[ImmuneMed, Inc.]","6"
"[Jonkoping University]","7"
"[Stem Cell Medicine Ltd.]","1"
